alias,baseCcy,category,ctMult,ctType,ctVal,ctValCcy,expTime,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtSz,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,optType,quoteCcy,settleCcy,state,stk,tickSz,uly
,THETA,1,,,,,,,THETA-USDC,SPOT,,1655787830000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,TON,1,,,,,,,TON-USDC,SPOT,,1656388045000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.001,
,TRB,1,,,,,,,TRB-USDC,SPOT,,1660023668000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,USDC,,live,,0.01,
,TRX,1,,,,,,,TRX-USDC,SPOT,,1585176747000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,USDC,,live,,0.00001,
,UNI,1,,,,,,,UNI-USDC,SPOT,5,1653975320000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,USTC,1,,,,,,,USTC-USDC,SPOT,,1654585175000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,USDC,,live,,0.00001,
,VRA,1,,,,,,,VRA-USDC,SPOT,,1658816142000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,USDC,,live,,0.00001,
,WAVES,1,,,,,,,WAVES-USDC,SPOT,,1654585175000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,XCH,1,,,,,,,XCH-USDC,SPOT,,1655787830000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,USDC,,live,,0.01,
,XEM,1,,,,,,,XEM-USDC,SPOT,,1658816142000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,USDC,,live,,0.0001,
,XLM,1,,,,,,,XLM-USDC,SPOT,,1655787830000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.00001,
,XMR,1,,,,,,,XMR-USDC,SPOT,5,1655121032000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDC,,live,,0.01,
,XNO,1,,,,,,,XNO-USDC,SPOT,,1654683517000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.001,
,XRP,1,,,,,,,XRP-USDC,SPOT,5,1585176747000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.00001,
,XTZ,1,,,,,,,XTZ-USDC,SPOT,,1655121032000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDC,,live,,0.001,
,YFI,1,,,,,,,YFI-USDC,SPOT,,1656388045000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.0001,,USDC,,live,,1,
,YFII,1,,,,,,,YFII-USDC,SPOT,,1660023463000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,USDC,,live,,0.1,
,YGG,1,,,,,,,YGG-USDC,SPOT,,1658816142000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,USDC,,live,,0.0001,
,ZEC,1,,,,,,,ZEC-USDC,SPOT,,1655121032000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,USDC,,live,,0.01,
,ZIL,1,,,,,,,ZIL-USDC,SPOT,,1655121032000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,USDC,,live,,0.00001,
,BTC,1,,,,,,,BTC-DAI,SPOT,,1576623608000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.00001,,DAI,,live,,0.1,
,ETH,1,,,,,,,ETH-DAI,SPOT,,1576623617000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,DAI,,live,,0.01,
,BTC,1,,,,,,,BTC-USDK,SPOT,,1548133413000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.00001,,USDK,,live,,0.1,
,ETH,1,,,,,,,ETH-USDK,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,USDK,,live,,0.01,
,USDT,1,,,,,,,USDT-USDK,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,USDK,,live,,0.0001,
,OKB,1,,,,,,,OKB-BTC,SPOT,10,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,OKT,1,,,,,,,OKT-BTC,SPOT,,1611012711000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,LTC,1,,,,,,,LTC-BTC,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,BTC,,live,,0.000001,
,DOT,1,,,,,,,DOT-BTC,SPOT,5,1598061649000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,DOGE,1,,,,,,,DOGE-BTC,SPOT,5,1618901953000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,SOL,1,,,,,,,SOL-BTC,SPOT,5,1601434800000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.0000001,
,DYDX,1,,,,,,,DYDX-BTC,SPOT,,1666675534000,0.0001,99999999999999,99999999999999,999999,999999,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,FIL,1,,,,,,,FIL-BTC,SPOT,5,1606950000000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.000001,
,AAVE,1,,,,,,,AAVE-BTC,SPOT,5,1603317600000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,ADA,1,,,,,,,ADA-BTC,SPOT,10,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,ALGO,1,,,,,,,ALGO-BTC,SPOT,5,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,ALPHA,1,,,,,,,ALPHA-BTC,SPOT,,1614834000000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,ANT,1,,,,,,,ANT-BTC,SPOT,5,1597255081000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,APE,1,,,,,,,APE-BTC,SPOT,,1666675534000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,ATOM,1,,,,,,,ATOM-BTC,SPOT,10,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,AVAX,1,,,,,,,AVAX-BTC,SPOT,5,1600738200000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.0000001,
,BADGER,1,,,,,,,BADGER-BTC,SPOT,5,1610398800000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.0000001,
,BAT,1,,,,,,,BAT-BTC,SPOT,5,1583197242000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,BCD,1,,,,,,,BCD-BTC,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,999999,999999,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,BCH,1,,,,,,,BCH-BTC,SPOT,10,1605477603000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.001,,BTC,,live,,0.00001,
,BNT,1,,,,,,,BNT-BTC,SPOT,5,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,BSV,1,,,,,,,BSV-BTC,SPOT,10,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,BTG,1,,,,,,,BTG-BTC,SPOT,,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.01,,BTC,,live,,0.000001,
,BTM,1,,,,,,,BTM-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,999999,999999,999999999999999,999999999999999,10,,BTC,,live,,0.000000001,
,CELO,1,,,,,,,CELO-BTC,SPOT,,1594939857000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,CELT,1,,,,,,,CELT-BTC,SPOT,,1637811196000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,BTC,,live,,0.00000001,
,CEL,1,,,,,,,CEL-BTC,SPOT,,1666675534000,0.0001,99999999999999,99999999999999,999999,999999,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,CHZ,1,,,,,,,CHZ-BTC,SPOT,5,1614754800000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.000000001,
,COMP,1,,,,,,,COMP-BTC,SPOT,5,1593379995000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.001,,BTC,,live,,0.000001,
,CQT,1,,,,,,,CQT-BTC,SPOT,,1624417200000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,CRO,1,,,,,,,CRO-BTC,SPOT,5,1571785200000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,BTC,,live,,0.00000001,
,CRV,1,,,,,,,CRV-BTC,SPOT,5,1597346596000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,CSPR,1,,,,,,,CSPR-BTC,SPOT,,1666675534000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,BTC,,live,,0.000000001,
,CTC,1,,,,,,,CTC-BTC,SPOT,,1586478432000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.00000001,
,CVC,1,,,,,,,CVC-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,DASH,1,,,,,,,DASH-BTC,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,BTC,,live,,0.000001,
,DCR,1,,,,,,,DCR-BTC,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.00001,
,DGB,1,,,,,,,DGB-BTC,SPOT,,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,EGLD,1,,,,,,,EGLD-BTC,SPOT,5,1601429400000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,ELF,1,,,,,,,ELF-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,10,,BTC,,live,,0.00000001,
,ENJ,1,,,,,,,ENJ-BTC,SPOT,5,1616029200000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,ENS,1,,,,,,,ENS-BTC,SPOT,,1666675534000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,EOS,1,,,,,,,EOS-BTC,SPOT,10,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,ETC,1,,,,,,,ETC-BTC,SPOT,10,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,BTC,,live,,0.000001,
,ETHW,1,,,,,,,ETHW-BTC,SPOT,,1666675534000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,FLOW,1,,,,,,,FLOW-BTC,SPOT,,1614031200000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,GAS,1,,,,,,,GAS-BTC,SPOT,,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,BTC,,live,,0.0000001,
,GRT,1,,,,,,,GRT-BTC,SPOT,5,1608246000000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,HBAR,1,,,,,,,HBAR-BTC,SPOT,5,1568679563000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,10,,BTC,,live,,0.00000001,
,HC,1,,,,,,,HC-BTC,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,999999,999999,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,ICP,1,,,,,,,ICP-BTC,SPOT,5,1620662460000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,ICX,1,,,,,,,ICX-BTC,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,INT,1,,,,,,,INT-BTC,SPOT,,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,BTC,,live,,0.000000001,
,IOST,1,,,,,,,IOST-BTC,SPOT,10,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,IOTA,1,,,,,,,IOTA-BTC,SPOT,10,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.0000001,
,KLAY,1,,,,,,,KLAY-BTC,SPOT,,1599706800000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,KNC,1,,,,,,,KNC-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.0000001,
,KSM,1,,,,,,,KSM-BTC,SPOT,5,1599004800000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.00001,
,LINK,1,,,,,,,LINK-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,0.1,,BTC,,live,,0.000001,
,LRC,1,,,,,,,LRC-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,LSK,1,,,,,,,LSK-BTC,SPOT,,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.0000001,
,LUNA,1,,,,,,,LUNA-BTC,SPOT,,1666675534000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.0000001,
,LUNC,1,,,,,,,LUNC-BTC,SPOT,,1666675534000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10000,,BTC,,live,,0.00000000001,
,MANA,1,,,,,,,MANA-BTC,SPOT,5,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,MATIC,1,,,,,,,MATIC-BTC,SPOT,,1666675534000,0.0001,99999999999999,99999999999999,999999,999999,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,MITH,1,,,,,,,MITH-BTC,SPOT,,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,10,,BTC,,live,,0.000000001,
,MKR,1,,,,,,,MKR-BTC,SPOT,5,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,BTC,,live,,0.0001,
,NAS,1,,,,,,,NAS-BTC,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,NEAR,1,,,,,,,NEAR-BTC,SPOT,5,1606950015000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,NEO,1,,,,,,,NEO-BTC,SPOT,10,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.01,,BTC,,live,,0.000001,
,NULS,1,,,,,,,NULS-BTC,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,OMG,1,,,,,,,OMG-BTC,SPOT,5,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.0000001,
,ONT,1,,,,,,,ONT-BTC,SPOT,10,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.0000001,
,PEOPLE,1,,,,,,,PEOPLE-BTC,SPOT,,1666675534000,0.01,9999999999999999,9999999999999999,999999,999999,9999999999999999,9999999999999999,100,,BTC,,live,,0.0000000001,
,PHA,1,,,,,,,PHA-BTC,SPOT,,1666675534000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,PST,1,,,,,,,PST-BTC,SPOT,,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,10,,BTC,,live,,0.000000001,
,QTUM,1,,,,,,,QTUM-BTC,SPOT,10,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,BTC,,live,,0.0000001,
,REN,1,,,,,,,REN-BTC,SPOT,5,1598572843000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,BTC,,live,,0.00000001,
,RSR,1,,,,,,,RSR-BTC,SPOT,5,1598572885000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,RVN,1,,,,,,,RVN-BTC,SPOT,5,1582074001000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,SC,1,,,,,,,SC-BTC,SPOT,,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,BTC,,live,,0.000000001,
,SHIB,1,,,,,,,SHIB-BTC,SPOT,,1666675534000,1,9999999999999999,9999999999999999,999999,999999,9999999999999999,9999999999999999,50000,,BTC,,live,,0.000000000001,
,SNT,1,,,,,,,SNT-BTC,SPOT,5,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,SRM,1,,,,,,,SRM-BTC,SPOT,,1597352400000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.00000001,
,STX,1,,,,,,,STX-BTC,SPOT,,1614852000000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.00000001,
,SWFTC,1,,,,,,,SWFTC-BTC,SPOT,,1548133413000,0.1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,BTC,,live,,0.0000000001,
,TAMA,1,,,,,,,TAMA-BTC,SPOT,,1666675534000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,BTC,,live,,0.000000001,
,THETA,1,,,,,,,THETA-BTC,SPOT,5,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,0.1,,BTC,,live,,0.0000001,
,TRUE,1,,,,,,,TRUE-BTC,SPOT,,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,10,,BTC,,live,,0.00000001,
,TRX,1,,,,,,,TRX-BTC,SPOT,10,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.000000001,
,UNI,1,,,,,,,UNI-BTC,SPOT,5,1600284608000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,BTC,,live,,0.0000001,
,USTC,1,,,,,,,USTC-BTC,SPOT,,1666675534000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,BTC,,live,,0.000000001,
,VSYS,1,,,,,,,VSYS-BTC,SPOT,,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,BTC,,live,,0.0000000001,
,WAVES,1,,,,,,,WAVES-BTC,SPOT,5,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,BTC,,live,,0.000001,
,WBTC,1,,,,,,,WBTC-BTC,SPOT,,1599973200000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.0001,,BTC,,live,,0.0001,
,WXT,1,,,,,,,WXT-BTC,SPOT,,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,BTC,,live,,0.000000001,
,XCH,1,,,,,,,XCH-BTC,SPOT,5,1620064885000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,BTC,,live,,0.000001,
,XEM,1,,,,,,,XEM-BTC,SPOT,,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,10,,BTC,,live,,0.00000001,
,XLM,1,,,,,,,XLM-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,XMR,1,,,,,,,XMR-BTC,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,BTC,,live,,0.000001,
,XRP,1,,,,,,,XRP-BTC,SPOT,10,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,XTZ,1,,,,,,,XTZ-BTC,SPOT,5,1573088404000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,BTC,,live,,0.00000001,
,YFI,1,,,,,,,YFI-BTC,SPOT,,1598572829000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.0001,,BTC,,live,,0.001,
,YOU,1,,,,,,,YOU-BTC,SPOT,,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,BTC,,live,,0.0000000001,
,ZEC,1,,,,,,,ZEC-BTC,SPOT,10,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,BTC,,live,,0.000001,
,ZEN,1,,,,,,,ZEN-BTC,SPOT,,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.01,,BTC,,live,,0.000001,
,ZIL,1,,,,,,,ZIL-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,10,,BTC,,live,,0.000000001,
,ZRX,1,,,,,,,ZRX-BTC,SPOT,5,1548133413000,0.001,999999999999999,999999999999999,1000000,1000000,999999999999999,999999999999999,1,,BTC,,live,,0.00000001,
,OKB,1,,,,,,,OKB-ETH,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,ETH,,live,,0.000001,
,OKT,1,,,,,,,OKT-ETH,SPOT,,1611012719000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,ETH,,live,,0.00001,
,LTC,1,,,,,,,LTC-ETH,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,ETH,,live,,0.0001,
,DOT,1,,,,,,,DOT-ETH,SPOT,,1598061640000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,ETH,,live,,0.000001,
,DOGE,1,,,,,,,DOGE-ETH,SPOT,,1618901960000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,ETH,,live,,0.0000001,
,FIL,1,,,,,,,FIL-ETH,SPOT,,1606950008000,0.00000001,9999999999,9999999999,1000000,1000000,9999999999,9999999999,0.01,,ETH,,live,,0.0001,
,AAVE,1,,,,,,,AAVE-ETH,SPOT,,1603317633000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,ETH,,live,,0.0001,
,ADA,1,,,,,,,ADA-ETH,SPOT,,1548133413000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,1,,ETH,,live,,0.000001,
,API3,1,,,,,,,API3-ETH,SPOT,,1607468421000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.1,,ETH,,live,,0.000001,
,ATOM,1,,,,,,,ATOM-ETH,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,ETH,,live,,0.000001,
,AVAX,1,,,,,,,AVAX-ETH,SPOT,,1600738206000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.01,,ETH,,live,,0.00001,
,BETH,1,,,,,,,BETH-ETH,SPOT,,1608678028000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.001,,ETH,,live,,0.0001,
,CRV,1,,,,,,,CRV-ETH,SPOT,,1597346596000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,ETH,,live,,0.000001,
,DASH,1,,,,,,,DASH-ETH,SPOT,,1548133413000,0.000001,999999999999,999999999999,1000000,1000000,999999999999,999999999999,0.01,,ETH,,live,,0.0001,
,EOS,1,,,,,,,EOS-ETH,SPOT,,1548133413000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,ETH,,live,,0.000001,
,ETC,1,,,,,,,ETC-ETH,SPOT,,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,ETH,,live,,0.00001,
,FLOW,1,,,,,,,FLOW-ETH,SPOT,,1614031207000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,0.1,,ETH,,live,,0.00001,
,GAS,1,,,,,,,GAS-ETH,SPOT,,1548133413000,0.00001,9999999999999,9999999999999,1000000,1000000,9999999999999,9999999999999,0.1,,ETH,,live,,0.00001,
,GHST,1,,,,,,,GHST-ETH,SPOT,,1602565207000,0.0001,99999999999999,99999999999999,1000000,1000000,99999999999999,99999999999999,1,,ETH,,live,,0.000001,
,HEGIC,1,,,,,,,HEGIC-ETH,SPOT,,1607468408000,1,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,ETH,,live,,0.00000001,
,INT,1,,,,,,,INT-ETH,SPOT,,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,100,,ETH,,live,,0.00000001,
,IOST,1,,,,,,,IOST-ETH,SPOT,,1548133413000,0.01,9999999999999999,9999999999999999,1000000,1000000,9999999999999999,9999999999999999,10,,ETH,,live,,0.00000001,
